Refcode,largest_cavity_diameter,pore_limiting_diameter,largest_included_sphere_along_free_sphere_path,Unitcell_volume,Density_g/cm3,ASA_m^2/cm^3,ASA_m^2/g,NASA_m^2/cm^3,NASA_m^2/g,POAV_A^3,POAV_Volume_fraction,POAV_cm^3/g,PONAV_A^3,PONAV_Volume_fraction,PONAV_cm^3/g
QAGCUA,2.47758,1.38442,2.09751,2776.14,1.80063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POZXAG,2.09393,1.16506,2.08522,1541.01,2.31152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAYNOQ,2.33253,1.15216,2.33253,713.151,2.93383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LEXJOQ,5.73006,1.94412,5.73006,4394.64,3.97591,0.0,0.0,910.709,229.056,0.0,0.0,0.0,893.078,0.20322,0.0511128
UDICUH01,1.91942,0.97892,1.91942,547.206,4.15177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TEPRIR,2.49582,0.94704,2.49582,1751.53,3.04955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UHEQEE,2.69129,1.41771,2.61609,1517.75,2.27687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIKSIS,1.52146,1.06194,1.52146,925.537,7.64316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOMTAN,2.05504,0.7856,2.05504,1213.07,4.01423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEMGUA,2.81537,1.25353,2.79934,1873.46,1.91934,0.0,0.0,7.56639,3.94219,0.0,0.0,0.0,20.1209,0.01074,0.00559568
POZXEK,2.21712,1.02687,1.91667,1318.28,2.38833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CURTOB,2.73506,1.88435,2.70462,2271.11,2.53099,0.0,0.0,3.63988,1.43812,0.0,0.0,0.0,0.0,0.0,0.0
UDIBOA,1.69733,1.07789,1.69733,450.948,3.18224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAQBIB,2.3958,1.71859,2.36773,940.65,2.88862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WAQBEX,1.73497,0.88735,1.73281,878.794,3.09194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RETJAD,2.17138,0.92313,2.15476,1793.34,2.23116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UGALEU01,2.25297,1.63675,2.25297,1444.9,2.15971,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDICIV01,3.3069,2.87165,3.29789,946.596,5.14395,891.926,173.393,0.0,0.0,184.567,0.19498,0.0379047,0.0,0.0,0.0
UGAGOB,2.16972,0.77531,2.06972,2603.59,4.63839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TATFAX,1.85731,0.98597,1.61742,1221.16,2.60647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YIZVEJ,2.49325,1.04969,2.49325,858.293,2.22602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IBESEO,5.98095,4.88856,5.98095,2251.48,2.56772,1309.11,509.835,0.0,0.0,682.649,0.3032,0.118082,0.0,0.0,0.0
CEHQOX,1.58689,0.86564,1.54251,460.441,4.43633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VUVXIW,1.94811,1.48919,1.93444,1513.82,3.21692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EBAQOR,5.00143,4.85242,5.00143,1981.14,11.2991,708.45,62.6999,0.0,0.0,332.475,0.16782,0.0148526,0.0,0.0,0.0
UCAKAK,3.85609,2.53414,3.78825,1912.56,2.68593,0.0,0.0,643.925,239.74,0.0,0.0,0.0,335.654,0.1755,0.0653404
TEPRUD,3.31018,2.76848,3.31018,868.948,2.98176,383.278,128.541,0.0,0.0,116.196,0.13372,0.0448461,0.0,0.0,0.0
CIQGIV,3.05369,1.24553,2.01285,12110.0,2.03267,0.0,0.0,5.63113,2.77031,0.0,0.0,0.0,23.4934,0.00194,0.000954408
DALQEO,2.56478,0.89683,1.86955,1452.56,2.55255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAHXAV,4.12153,1.63264,4.10967,1971.01,2.65355,0.0,0.0,371.314,139.931,0.0,0.0,0.0,195.642,0.09926,0.0374065
HERYIN,2.02893,0.90843,2.02893,356.994,1.9367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIXNUT,1.42969,0.69583,1.40465,580.111,2.00523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANABIB,2.41296,1.1908,1.93243,1607.5,2.37996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AWORAG01,1.7888,1.09624,1.65442,2005.18,1.60467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIPNOG01,3.90098,3.14753,3.75109,1647.46,1.29143,929.205,719.517,0.0,0.0,307.976,0.18694,0.144754,0.0,0.0,0.0
CATPAL02,2.1273,1.58744,1.78372,998.497,1.71785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUJNAB,1.98715,0.98658,1.69075,5400.38,2.12359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEZYOZ,3.07388,1.68118,2.48995,2140.68,1.90683,0.0,0.0,103.246,54.1454,0.0,0.0,0.0,100.955,0.04716,0.0247322
FAWQUR,2.1458,1.61985,2.1458,1706.44,1.65212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUJKOJ,2.4973,1.18394,2.23965,1148.22,1.48806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FINYUY,2.71002,1.25775,2.66896,2156.14,1.49237,0.0,0.0,0.338506,0.226824,0.0,0.0,0.0,0.0,0.0,0.0
FETDUE,1.68148,0.77569,1.56418,1361.57,1.72833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDUDAK01,1.56239,0.82268,1.41596,1035.59,2.11851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EKUJID,1.99471,0.86872,1.99471,484.399,1.78405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DATMET,7.21219,5.5422,7.21219,3529.88,1.24395,1549.68,1245.78,0.738223,0.593453,1259.18,0.35672,0.286765,0.0,0.0,0.0
GUMHUT,2.01015,0.85084,1.99124,899.595,1.8182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOTWER,4.1486,1.59556,4.11658,7483.16,1.65089,0.0,0.0,344.302,208.556,0.0,0.0,0.0,567.224,0.0758,0.0459147
DIPNOG,3.86209,3.1368,3.42138,1639.67,1.29756,915.525,705.572,0.0,0.0,315.964,0.1927,0.148509,0.0,0.0,0.0
DAXDOY,3.28663,1.67057,3.11824,2584.92,1.55864,0.0,0.0,189.261,121.427,0.0,0.0,0.0,161.713,0.06256,0.0401376
CATPAL03,2.20945,1.61169,1.74714,1010.82,1.6969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOQLUS,1.6678,0.77184,1.14298,953.122,1.95277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIHVEW,2.58279,1.66555,2.58279,487.26,1.65079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEVWOP,2.16241,1.24824,2.16031,4108.83,1.48217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZAFIS,4.56554,2.72091,4.56554,789.923,1.67338,1311.6,783.805,0.0,0.0,242.317,0.30676,0.183318,0.0,0.0,0.0
CEBCAP,3.0018,1.7719,2.94888,1452.5,1.62031,0.0,0.0,89.2984,55.112,0.0,0.0,0.0,54.7013,0.03766,0.0232425
DISPUT,2.15122,1.24701,2.13019,1448.4,1.50569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAWKUK,6.02519,5.80614,6.02519,2040.33,1.62942,1300.3,798.01,0.0,0.0,623.649,0.30566,0.187588,0.0,0.0,0.0
HOMMIG,2.15701,1.02036,2.15701,1039.34,1.73506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AQUYUH,2.84397,1.25184,2.3812,2123.48,1.29011,0.0,0.0,14.8738,11.5291,0.0,0.0,0.0,10.3626,0.00488,0.00378262
BIHLOU,2.53545,1.05509,1.90565,2988.57,1.71753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEDKEE,1.72282,1.27412,1.71264,619.229,1.97449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANEDON,3.52053,2.92188,3.52053,2129.23,1.34901,242.656,179.877,14.0701,10.4299,155.902,0.07322,0.0542769,14.7343,0.00692,0.00512969
FEBDAS,3.05215,1.44928,3.045,854.36,1.47465,0.0,0.0,35.412,24.0139,0.0,0.0,0.0,20.3509,0.02382,0.016153
AWELIX,8.1473,7.61495,8.1473,957.801,0.902269,1606.71,1780.74,0.0,0.0,488.919,0.51046,0.565752,0.0,0.0,0.0
EMIDEJ02,3.24624,1.70516,3.23203,5334.07,1.45065,0.0,0.0,103.459,71.3191,0.0,0.0,0.0,193.307,0.03624,0.024982
FETMOH,2.06558,1.11054,2.05978,1229.03,1.62281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGEXOD01,2.28964,1.43485,2.27799,787.604,1.47729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHONUG,1.74375,0.82504,1.74375,1175.58,2.03574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CECPEG,1.80497,1.42438,1.80497,1636.35,1.78703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIHVAS,1.38835,0.7892,1.31677,1008.68,1.83214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUNZOD,2.17246,1.41456,2.10635,1164.42,1.49582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASALA03,1.85505,1.38297,1.85505,1438.45,1.6177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAXVUY,4.29763,1.42904,4.28334,2685.89,1.7047,0.0,0.0,511.961,300.322,0.0,0.0,0.0,329.076,0.12252,0.0718717
FADTEL,1.68836,0.8864,1.68364,961.453,1.70771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOZDAY01,1.86183,0.98072,1.53262,1084.69,1.69462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GINVAB,2.19521,1.02924,1.93159,978.08,1.98757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOZDAY,1.85061,0.9911,1.52578,1087.18,1.69382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOTWOB,3.42649,2.24494,3.42649,2229.04,1.50007,0.0,0.0,154.131,102.749,0.0,0.0,0.0,136.952,0.06144,0.0409582
DAXDUE,3.26818,1.33724,3.25559,1252.74,1.60806,0.0,0.0,81.994,50.9894,0.0,0.0,0.0,47.2534,0.03772,0.0234569
HARKOD,1.94561,1.00131,1.86673,471.605,2.09138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EKUJOJ,2.5975,1.62101,2.5911,532.118,1.62406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACFIX,2.53447,1.31823,2.53215,1825.69,1.6095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAWQOL,2.00403,1.52999,2.0037,1747.72,1.68156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOYWOI,2.01839,1.09046,1.93813,1100.75,1.80856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASALA02,1.82267,1.36422,1.82267,1431.26,1.62583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXUFAG,1.67796,0.96637,1.54655,487.105,2.15512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EKOPOK,5.99527,4.90658,5.99527,5470.97,1.33244,1705.99,1280.35,0.0,0.0,2022.73,0.36972,0.277475,0.0,0.0,0.0
HOLWEL,2.53433,1.23243,2.53414,421.355,1.60906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEPNUI,1.76991,1.23654,1.64588,529.742,1.89502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAGYET,5.05167,2.48865,4.97543,3495.7,1.5495,0.0,0.0,926.304,597.81,0.0,0.0,0.0,710.955,0.20338,0.131256
HOYWUO,2.17424,1.13062,1.9829,1645.16,1.54365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOMMEC,2.18436,1.04836,2.18436,1037.86,1.80286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GONTEK,1.26319,0.68465,1.26319,570.149,2.02832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GONTEK01,1.27332,0.78751,1.22429,563.074,2.03003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GONSAF,1.56722,0.66853,1.52906,1458.95,2.759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHONUG01,2.35273,1.50952,2.11248,1209.5,1.97866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAPICL,2.1252,1.0879,2.11651,1025.05,1.66668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIBYIX,1.57277,0.85161,1.30521,661.801,1.92836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADACUE,2.16425,1.75526,2.15926,904.329,1.6907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEZRIP,3.34069,1.5618,3.34069,801.119,1.80074,0.0,0.0,240.073,133.319,0.0,0.0,0.0,60.148,0.07508,0.041694
CATPAL01,2.15277,1.62983,1.86443,1008.76,1.66055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADACUE01,2.58914,1.44882,2.57716,911.339,1.6777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CATPAL,2.12217,1.08359,1.65077,1014.53,1.6775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AQIDOU,3.32905,2.66623,3.27463,835.509,1.47201,387.89,263.509,0.0,0.0,107.998,0.12926,0.0878116,0.0,0.0,0.0
GEGWAS,4.80444,2.3388,4.7643,3488.06,1.55289,0.0,0.0,899.742,579.399,0.0,0.0,0.0,698.937,0.20038,0.129037
GUHDEU,3.73678,1.67948,2.8803,9322.52,2.00576,0.0,0.0,118.772,59.2157,0.0,0.0,0.0,274.828,0.02948,0.0146977
CATPAL05,2.01552,1.42996,1.75757,1015.54,1.67584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECEDEY,2.45878,1.23416,2.19894,2534.04,1.41156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAPICL11,2.02132,1.0526,2.0149,1020.58,1.67399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DISPON,2.87831,1.17229,2.79446,1440.02,1.44974,0.0,0.0,15.5187,10.7044,0.0,0.0,0.0,29.1749,0.02026,0.0139749
CAPHTH02,2.0545,1.31443,1.87769,885.613,1.66658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HEDQIS,1.59254,0.85658,1.49266,1671.28,1.84569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIQGUH,1.34742,0.81848,1.17747,698.343,1.94215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GECYES,1.89141,1.05497,1.82491,1284.34,1.84293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUHMOM,3.86328,2.90281,3.83577,2487.17,1.95309,597.075,305.708,0.880359,0.450752,359.048,0.14436,0.0739136,0.0,0.0,0.0
EGEXOD,2.2174,1.33469,2.21501,762.716,1.5255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GONTAG,3.16691,2.17508,3.16691,1485.03,1.5218,0.0,0.0,83.8534,55.1015,0.0,0.0,0.0,79.7757,0.05372,0.0353003
EDUDAK,2.00135,1.37315,1.98171,1048.9,2.09162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAYTAF,2.38004,1.10785,2.3694,789.631,1.61241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CATPAL04,2.21642,1.61683,1.75202,1014.53,1.69071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASOVEL,2.20753,1.18582,2.13914,3113.35,1.34568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEVWIJ,2.66336,2.18524,2.59773,2123.77,1.35863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUJKID,1.98923,1.2723,1.9152,2279.17,1.49357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGISEU,2.79182,1.53855,2.78462,1451.76,1.57056,0.0,0.0,12.8426,8.17706,0.0,0.0,0.0,0.0,0.0,0.0
CAPHTH03,2.06042,1.3194,1.8838,888.588,1.661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOMMOM,2.02345,1.42312,2.01315,1136.55,1.69193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAMDIS,3.34392,1.1213,3.33876,4389.3,1.78062,0.0,0.0,43.9737,24.6958,0.0,0.0,0.0,88.9273,0.02026,0.0113781
PATPIL,1.85858,0.90876,1.70832,1066.64,1.80128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUJPES,2.07254,0.92414,2.03844,700.073,2.05806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ONUTAT,1.75608,0.84994,1.75275,1001.41,1.91187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OLITIM,1.55072,0.99976,1.44097,682.975,1.88861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QEHJUJ,1.76762,0.77426,1.66547,1043.99,1.79583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MITBAS01,2.51019,1.25804,2.51019,1064.61,1.67353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OKAYUW,4.44294,3.73093,4.20318,828.669,1.19551,1124.52,940.618,0.0,0.0,211.443,0.25516,0.213431,0.0,0.0,0.0
LAVHOH,3.03289,1.44661,3.00998,3836.32,1.53919,0.0,0.0,64.477,41.8901,0.0,0.0,0.0,119.003,0.03102,0.0201534
KAWFOD,1.86911,1.21366,1.86602,766.691,1.79501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QISGAC,2.07784,1.08507,2.07682,3874.84,1.60619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PONWIB,2.88917,1.95194,2.63959,1474.6,1.64096,0.0,0.0,35.7566,21.7901,0.0,0.0,0.0,45.5947,0.03092,0.0188426
KEVKOO,5.69644,1.60277,3.94308,2518.61,1.27694,0.0,0.0,644.533,504.747,0.0,0.0,0.0,383.433,0.15224,0.119222
MAVNII,3.05733,1.12884,3.05733,3036.96,1.4844,0.0,0.0,8.96538,6.03974,0.0,0.0,0.0,26.786,0.00882,0.0059418
PATPOR,1.85269,0.89228,1.85269,1063.83,1.80604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POMSOB,2.71839,1.5549,2.70622,3644.51,1.47778,0.0,0.0,1.38287,0.935777,0.0,0.0,0.0,0.0,0.0,0.0
NEWQEN,2.20716,1.23895,1.73852,615.086,1.83567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAYBOD,1.72459,0.76512,1.71542,783.677,1.89174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISUMUH,2.62738,1.835,2.62738,3525.66,1.5594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAKYUX01,1.98726,0.96662,1.96701,691.609,1.74019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POMSAN,2.97943,1.63327,2.97741,5149.23,1.37916,0.0,0.0,23.8301,17.2787,0.0,0.0,0.0,48.6088,0.00944,0.00684474
HOYXEZ,2.79241,1.25646,1.76475,1846.96,1.46972,0.0,0.0,6.67305,4.54037,0.0,0.0,0.0,0.0,0.0,0.0
RATTIR,2.37289,1.2512,2.37289,600.762,1.69865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOMQIQ,1.49238,0.83369,1.4192,1494.63,1.79689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORAMUR,3.66864,0.9434,1.7881,3662.54,3.1893,0.0,0.0,73.3811,23.0085,0.0,0.0,0.0,94.1273,0.0257,0.0080582
RIJJAV,2.23149,1.67246,2.23149,2183.97,1.09028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POMSIV,2.67605,1.25869,2.61676,1283.94,1.49663,0.0,0.0,0.446323,0.29822,0.0,0.0,0.0,0.0,0.0,0.0
LIWYOG,1.74601,1.14715,1.74601,573.99,1.89979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NALCEK,2.54979,1.7584,2.54979,1899.49,1.47018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMEZUY,3.79386,1.14333,3.79386,1490.61,1.51199,0.0,0.0,518.943,343.217,0.0,0.0,0.0,208.178,0.13966,0.0923681
LOFDIW,2.51277,1.94086,2.50709,1584.47,1.66127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEDJUC,1.88603,1.312,1.87458,1857.27,1.49653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QEHHUH,2.13985,1.30049,2.00058,2952.78,1.57579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OKAZAD,4.45701,3.77862,4.21772,833.137,1.1891,1129.2,949.623,0.0,0.0,212.467,0.25502,0.214465,0.0,0.0,0.0
LIWYUM,1.98222,0.94346,1.846,593.367,1.65834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OFOYUG,5.0677,3.71977,5.0677,1466.02,1.95923,742.054,378.747,0.0,0.0,260.277,0.17754,0.0906172,0.0,0.0,0.0
MOMQAI,1.95156,1.36668,1.95156,993.878,1.85942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QUJKEM,1.36433,0.73947,1.36433,742.789,2.11207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KAYBAP,2.51213,1.36782,2.49588,3445.75,1.72297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEXRAM,2.15697,1.25841,2.1343,1418.77,1.67711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QALQEC,2.74768,1.91614,2.73865,1559.3,1.41138,0.0,0.0,7.5189,5.32733,0.0,0.0,0.0,9.41816,0.00604,0.00427949
LIWZAT,2.51164,1.57735,1.75442,1429.06,1.52586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IWETAF01,1.75972,0.85407,1.75972,425.242,1.76654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MITBAS,2.87845,1.22968,2.87845,1067.03,1.66973,0.0,0.0,6.9878,4.18498,0.0,0.0,0.0,12.4629,0.01168,0.00699513
LACGED,3.51478,1.69857,3.51478,4196.22,2.12611,0.0,0.0,96.7785,45.519,0.0,0.0,0.0,151.903,0.0362,0.0170264
KAQSAW,2.53798,1.43192,2.51849,1917.25,1.78535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ROLMOX,2.6121,1.23483,2.284,1860.54,1.67234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIYWED,4.14472,3.54746,4.1376,3638.08,1.55276,565.39,364.119,0.0,0.0,440.645,0.12112,0.0780031,0.0,0.0,0.0
KAYBET,1.71258,1.01707,1.68576,1559.48,1.90129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IMUYUM,2.64807,1.46594,2.64308,2905.41,1.59704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIGTAD,2.49722,1.43245,2.47126,3159.55,1.35557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ONIDOH,2.65691,0.99472,2.50868,2696.98,1.63683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KEKRIE,2.3374,1.40526,2.14504,2249.06,1.43677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JAKCAC,4.53841,3.96072,4.52397,1007.98,1.03556,1588.73,1534.18,0.0,0.0,361.239,0.35838,0.346073,0.0,0.0,0.0
PIVHIO,1.86838,0.90056,1.86771,1857.32,1.75374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JIQBAP,1.87982,1.16493,1.62255,937.635,1.62712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSAVUA,2.19577,1.45418,2.19358,1774.06,1.43166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OHITAD,2.33389,1.14046,2.31353,2767.23,1.69496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OBOHOE,1.46276,0.63574,1.43912,795.083,2.45834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JORJUV,1.97142,1.06313,1.97142,1493.4,1.73591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KUBREH,2.6661,1.12275,2.58342,2390.88,1.29613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JUPLOY,4.98742,1.42414,2.08247,3122.55,1.26248,0.0,0.0,420.065,332.729,0.0,0.0,0.0,328.305,0.10514,0.0832805
LEMCIR,2.45279,0.9978,2.44243,2281.3,2.18715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OKOLAD,1.62261,0.96597,1.62261,527.013,1.46353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
